StudentID,Age,Gender,StudyHoursPerDay,AttendanceRate,MotivationLevel,StressLevel,InternetAccess,Resources,EduTechUsage,OnlineCourses,Discussions,AssignmentCompletion,LearningStyle,ExamScore,FinalGrade
4019,23,Female,10.9,74.7,9,4,No,Low,No,0,6,66.4,Auditory,84.5,B
4020,30,Male,9.7,67.4,5,1,No,Low,Yes,0,8,68.5,Reading/Writing,82.5,B
4021,23,Male,14.0,90.8,6,10,Yes,Low,Yes,3,0,78.5,Auditory,88.7,B
4022,30,Male,10.8,89.6,4,4,No,High,No,2,1,76.9,Visual,89.1,B
4023,20,Male,9.2,79.5,5,3,No,Low,No,0,9,59.4,Visual,72.2,C
4024,23,Female,18.8,90.0,7,6,No,High,Yes,0,2,87.2,Auditory,100,A
4025,22,Male,7.3,97.6,7,3,No,High,Yes,0,2,91.2,Reading/Writing,87.7,B
4026,21,Female,4.1,96.2,9,9,No,Low,No,5,4,80.3,Kinesthetic,76.7,B
4027,29,Female,12.3,78.6,5,5,Yes,High,No,0,0,92.1,Auditory,89.5,B
4028,25,Male,5.7,89.6,8,8,No,Low,No,3,3,73.9,Reading/Writing,77.8,B
4029,23,Female,18.9,94.2,6,9,Yes,Low,No,3,2,90.9,Visual,100,A
4030,29,Male,15.2,51.3,5,10,No,Low,No,4,8,70.3,Kinesthetic,79.4,B
4031,25,Male,17.1,77.8,9,1,No,Low,Yes,1,6,57.4,Auditory,95.4,A
4032,22,Male,8.4,62.9,10,7,Yes,Low,No,1,1,72.7,Kinesthetic,78.3,B
4033,29,Female,17.6,52.5,10,8,No,High,Yes,4,10,60.9,Kinesthetic,100,A
4034,27,Male,12.8,88.5,7,3,No,High,No,0,0,91.3,Auditory,100,A
4035,27,Female,15.8,96.6,10,7,No,High,Yes,0,2,59.5,Auditory,94.9,A
4036,19,Female,6.6,55.3,8,9,Yes,Low,No,4,5,96.6,Auditory,82.0,B
4037,26,Male,4.4,90.5,6,8,No,High,No,4,3,68.4,Auditory,81.6,B
4038,20,Female,9.2,68.5,5,6,No,High,No,4,2,52.7,Visual,75.4,B
4039,25,Female,18.4,71.4,4,9,No,Low,No,2,3,74.3,Visual,80.9,B
4040,26,Female,14.8,89.1,7,3,No,Low,No,2,4,45.2,Reading/Writing,82.2,B
4041,24,Female,15.6,77.6,5,3,No,Low,Yes,0,10,85.5,Reading/Writing,90.0,A
4042,21,Female,4.5,73.3,9,1,No,Low,Yes,1,5,79.6,Kinesthetic,77.4,B
4043,24,Female,16.8,60.4,3,4,Yes,High,No,5,10,60.7,Auditory,88.7,B
4044,20,Female,5.1,52.9,9,10,No,Low,Yes,2,5,73.2,Kinesthetic,64.1,C
4045,22,Female,16.3,74.5,10,3,No,Low,No,0,2,98.9,Kinesthetic,96.1,A
4046,30,Male,14.4,98.4,9,5,Yes,Low,Yes,2,8,66.6,Visual,100,A
4047,22,Male,17.5,61.9,1,2,No,High,No,3,0,60.4,Kinesthetic,83.9,B
4048,30,Female,2.9,62.9,7,3,Yes,High,Yes,3,7,81.3,Reading/Writing,76.7,B
4049,26,Male,9.6,60.0,6,9,Yes,Low,No,2,2,68.7,Auditory,74.1,C
4050,26,Female,16.7,92.7,1,6,No,Low,Yes,5,4,88.3,Kinesthetic,83.7,B
4051,23,Female,1.6,50.3,1,7,No,Low,Yes,1,10,52.7,Visual,42.8,F
4052,27,Female,12.6,50.4,7,5,No,Low,No,5,2,71.5,Visual,73.6,C
4053,22,Male,15.6,73.9,1,6,Yes,High,No,0,8,78.0,Reading/Writing,94.8,A
4054,30,Female,5.3,86.2,9,7,Yes,High,Yes,1,7,65.4,Kinesthetic,89.4,B
4055,28,Female,9.1,73.8,3,6,Yes,Low,No,5,7,69.1,Kinesthetic,80.4,B
4056,27,Female,14.7,62.4,5,2,No,Low,No,3,0,63.2,Kinesthetic,87.3,B
4057,20,Female,12.5,88.1,7,1,Yes,Low,No,2,10,88.7,Auditory,100,A
4058,25,Male,1.3,77.4,9,10,No,High,Yes,0,7,85.7,Auditory,69.2,C
4059,18,Female,1.4,70.9,8,6,No,Low,Yes,4,6,83.8,Visual,74.2,C
4060,24,Male,10.8,96.1,1,1,No,High,Yes,0,10,69.7,Reading/Writing,81.9,B
4061,25,Female,19.9,95.0,6,9,No,Low,Yes,2,7,52.6,Auditory,96.2,A
4062,22,Male,16.2,65.4,1,7,No,Low,Yes,1,8,79.6,Kinesthetic,82.5,B
4063,24,Female,6.7,73.9,1,7,Yes,Low,No,1,9,45.0,Auditory,65.8,C
4064,19,Male,17.0,70.1,8,1,No,High,No,1,6,99.1,Reading/Writing,100,A
4065,25,Female,3.5,51.7,5,3,No,Low,Yes,4,10,86.0,Auditory,61.5,C
4066,27,Male,12.8,54.1,3,8,No,High,Yes,3,8,49.5,Kinesthetic,65.5,C
4067,27,Male,8.4,66.9,6,3,No,High,Yes,3,3,57.9,Kinesthetic,74.7,C
4068,30,Female,15.9,55.5,10,8,No,High,No,3,1,50.6,Auditory,84.5,B
4069,22,Female,6.1,66.0,6,2,Yes,Low,No,2,7,46.2,Reading/Writing,67.2,C
4070,20,Female,9.3,55.9,3,7,No,High,No,5,7,57.5,Reading/Writing,73.1,C
4071,18,Male,15.0,95.8,3,8,Yes,Low,No,2,9,63.1,Auditory,90.5,A
4072,22,Female,3.8,66.2,3,6,Yes,High,No,5,7,58.1,Visual,75.5,B
4073,22,Male,19.1,97.7,8,7,Yes,High,No,0,6,46.1,Kinesthetic,100,A
4074,18,Female,4.8,81.8,10,3,Yes,Low,No,4,6,92.5,Auditory,88.1,B
4075,27,Male,9.9,85.0,7,8,Yes,Low,No,2,3,40.4,Kinesthetic,79.5,B
4076,27,Female,7.7,83.6,4,8,No,Low,Yes,0,8,94.1,Kinesthetic,81.2,B
4077,21,Female,15.7,60.4,10,10,No,Low,Yes,2,4,74.3,Reading/Writing,87.0,B
4078,24,Male,13.5,55.0,3,1,No,Low,No,4,7,54.1,Kinesthetic,78.0,B
4079,21,Female,8.3,55.0,3,6,No,Low,No,1,1,54.5,Auditory,51.7,D
4080,24,Male,11.6,93.8,8,6,Yes,Low,Yes,4,8,96.3,Auditory,93.8,A
4081,20,Male,17.9,55.9,6,7,Yes,High,No,4,8,95.2,Visual,100,A
4082,28,Male,11.6,68.6,5,7,No,High,No,1,7,85.4,Reading/Writing,82.5,B
4083,21,Female,3.2,87.6,9,1,Yes,Low,No,3,8,63.3,Auditory,87.3,B
4084,22,Male,20.0,67.3,8,1,Yes,Low,Yes,1,8,50.8,Kinesthetic,100,A
4085,18,Male,3.5,81.0,4,3,No,Low,No,1,3,97.7,Auditory,68.3,C
4086,22,Male,4.0,76.7,9,1,Yes,High,Yes,3,9,85.4,Auditory,95.1,A
4087,22,Male,13.0,76.4,6,6,No,High,No,0,7,96.7,Reading/Writing,87.5,B
4088,22,Female,17.9,76.4,1,7,No,Low,Yes,5,3,65.7,Visual,85.3,B
4089,18,Female,9.1,88.3,5,4,Yes,High,Yes,2,1,70.5,Reading/Writing,85.3,B
4090,24,Female,19.3,74.0,5,10,Yes,High,No,0,10,64.7,Visual,100,A
4091,18,Female,14.0,89.0,7,9,Yes,Low,No,5,2,40.5,Auditory,83.5,B
4092,20,Female,14.6,57.9,10,3,No,Low,Yes,1,7,91.0,Kinesthetic,94.0,A
4093,28,Female,3.8,56.7,7,7,Yes,High,Yes,0,5,57.8,Auditory,64.3,C
4094,26,Male,18.9,71.3,1,10,No,High,Yes,4,4,81.9,Kinesthetic,89.1,B
4095,23,Male,4.8,63.7,7,4,No,Low,Yes,1,7,61.5,Reading/Writing,64.4,C
4096,27,Female,14.8,73.5,9,8,No,High,Yes,1,6,68.2,Reading/Writing,91.4,A
4097,23,Female,16.3,72.3,3,2,No,Low,Yes,4,2,89.5,Visual,94.2,A
4098,28,Male,1.6,97.2,8,1,Yes,Low,No,0,4,54.3,Kinesthetic,77.8,B
4099,21,Female,2.6,58.8,7,7,No,Low,Yes,2,9,94.8,Visual,63.8,C
4100,30,Female,10.6,80.6,7,2,Yes,Low,Yes,0,4,63.7,Reading/Writing,81.2,B
4101,25,Male,2.8,70.3,2,4,No,High,Yes,2,10,77.9,Visual,74.1,C
4102,26,Female,19.3,59.4,3,4,No,Low,Yes,5,2,77.5,Reading/Writing,81.1,B
4103,18,Male,19.3,70.1,8,5,Yes,Low,No,4,1,89.5,Kinesthetic,97.6,A
4104,27,Male,3.1,70.7,2,6,No,High,Yes,5,5,81.1,Kinesthetic,72.5,C
4105,19,Female,3.0,85.2,6,7,No,High,No,5,5,48.4,Reading/Writing,69.1,C
4106,26,Male,14.3,56.0,4,9,Yes,High,Yes,5,5,78.6,Visual,78.1,B
4107,18,Female,6.7,95.5,5,9,Yes,Low,Yes,3,2,53.2,Auditory,70.3,C
4108,25,Female,17.9,81.3,3,9,Yes,Low,No,0,5,82.4,Visual,84.6,B
4109,28,Female,12.7,50.2,2,6,Yes,Low,No,2,3,48.8,Reading/Writing,63.9,C
4110,28,Male,5.4,96.6,2,5,Yes,High,Yes,0,8,92.3,Visual,78.3,B
4111,27,Male,19.4,52.4,3,10,Yes,Low,Yes,4,8,56.9,Kinesthetic,88.5,B
4112,18,Female,5.8,52.9,3,10,No,High,Yes,4,6,75.3,Visual,68.0,C
4113,21,Female,13.3,88.2,10,9,No,High,No,2,0,85.8,Kinesthetic,100,A
4114,27,Male,5.0,96.6,7,1,No,Low,Yes,5,5,70.8,Auditory,87.5,B
4115,28,Male,3.7,76.9,10,6,Yes,High,No,1,3,52.9,Visual,78.3,B
4116,20,Male,4.9,66.1,10,8,Yes,High,No,1,5,62.0,Auditory,81.4,B
4117,18,Male,18.6,88.8,7,3,Yes,High,Yes,3,10,75.9,Kinesthetic,100,A
4118,21,Female,10.3,54.1,6,6,Yes,High,No,4,10,77.8,Reading/Writing,80.9,B
4119,29,Female,13.7,97.6,4,7,No,Low,No,5,4,50.5,Visual,82.2,B
4120,26,Female,16.1,66.9,5,2,Yes,High,No,3,8,69.7,Visual,94.9,A
4121,21,Male,18.9,71.7,6,2,Yes,Low,No,4,2,50.0,Reading/Writing,93.5,A
4122,19,Female,12.7,65.5,1,7,No,High,Yes,5,6,46.3,Reading/Writing,70.2,C
4123,20,Female,19.5,71.3,3,4,No,Low,No,0,3,83.4,Auditory,95.3,A
4124,29,Female,17.5,59.1,5,3,Yes,Low,No,5,3,74.7,Kinesthetic,88.7,B
4125,19,Male,1.5,96.3,2,6,Yes,Low,Yes,5,10,66.1,Kinesthetic,67.6,C
4126,28,Male,5.1,70.5,4,10,Yes,High,No,1,7,72.2,Visual,71.6,C
4127,30,Female,10.8,69.7,1,2,No,Low,Yes,2,6,93.9,Auditory,81.1,B
4128,22,Female,11.3,70.1,3,10,Yes,Low,Yes,1,7,73.4,Auditory,68.0,C
4129,25,Male,5.7,53.5,4,8,No,Low,No,1,8,68.8,Kinesthetic,55.0,D
4130,24,Female,9.9,79.3,8,3,Yes,High,Yes,2,1,94.3,Reading/Writing,94.2,A
4131,27,Female,3.6,57.7,1,8,No,Low,Yes,4,6,87.7,Visual,54.0,D
4132,21,Male,3.7,71.5,2,6,Yes,Low,No,1,3,91.6,Kinesthetic,70.7,C
4133,29,Female,1.8,78.0,9,3,Yes,High,No,4,4,74.9,Auditory,87.5,B
4134,20,Male,19.3,79.7,2,6,Yes,Low,Yes,3,5,91.7,Auditory,100,A
4135,25,Male,16.6,68.0,8,5,No,Low,Yes,5,8,58.7,Visual,87.6,B
4136,22,Female,3.4,90.3,4,4,No,High,Yes,3,8,76.8,Reading/Writing,73.8,C
4137,19,Male,10.7,86.0,7,9,No,High,Yes,0,10,69.4,Auditory,82.2,B
4138,24,Female,17.5,77.9,8,10,Yes,Low,No,4,9,55.4,Kinesthetic,92.0,A
4139,23,Male,8.9,84.5,7,10,No,High,No,4,7,97.7,Kinesthetic,82.8,B
4140,26,Female,19.6,58.7,3,8,Yes,High,Yes,0,1,60.1,Visual,91.8,A
4141,19,Male,6.8,86.0,5,6,No,High,No,0,6,77.0,Auditory,84.5,B
4142,20,Male,6.4,77.1,1,9,No,High,Yes,3,1,93.6,Auditory,71.8,C
4143,20,Male,18.3,82.8,6,4,Yes,Low,No,4,4,43.5,Kinesthetic,94.5,A
4144,24,Female,9.5,55.3,3,3,No,Low,Yes,0,5,86.1,Auditory,73.8,C
4145,25,Female,14.9,54.8,1,10,Yes,Low,No,0,9,68.0,Reading/Writing,68.4,C
4146,18,Male,16.9,69.0,10,6,Yes,High,No,4,8,77.7,Kinesthetic,100,A
4147,23,Male,17.9,77.7,7,3,Yes,Low,No,1,8,84.8,Reading/Writing,100,A
4148,19,Female,7.9,91.3,10,10,No,Low,Yes,5,2,48.2,Visual,79.0,B
4149,18,Male,14.7,71.1,2,7,Yes,Low,Yes,4,2,91.6,Visual,90.1,A
4150,19,Male,4.0,71.4,6,4,No,Low,Yes,3,0,68.9,Visual,64.1,C
4151,26,Male,16.3,76.1,10,1,Yes,Low,No,1,5,83.8,Visual,100,A
4152,25,Female,19.2,94.4,2,1,Yes,High,Yes,3,2,77.3,Auditory,100,A
4153,22,Female,4.7,68.9,5,5,No,High,No,0,1,94.7,Auditory,73.6,C
4154,18,Female,1.0,75.9,10,1,Yes,High,Yes,0,4,50.4,Kinesthetic,82.4,B
4155,30,Male,2.0,89.8,5,4,No,High,Yes,2,9,52.9,Reading/Writing,72.6,C
4156,19,Female,11.6,81.7,10,8,No,Low,No,1,0,91.3,Auditory,84.4,B
4157,30,Male,4.7,66.7,5,3,Yes,High,Yes,2,9,92.0,Reading/Writing,80.2,B
4158,21,Male,12.4,69.8,6,8,No,Low,No,1,6,57.7,Reading/Writing,80.3,B
4159,26,Female,11.5,70.0,9,10,No,Low,No,1,8,52.6,Visual,72.5,C
4160,24,Male,3.1,88.2,3,8,No,Low,No,2,3,94.4,Reading/Writing,69.2,C
4161,20,Female,8.9,85.9,9,9,Yes,High,No,0,4,94.9,Auditory,85.0,B
4162,24,Female,1.2,80.2,5,1,No,Low,Yes,2,2,91.2,Auditory,61.8,C
4163,30,Male,14.1,97.1,9,7,No,High,No,1,8,72.3,Auditory,100,A
4164,27,Female,4.0,99.8,10,8,Yes,Low,No,3,7,92.4,Visual,94.7,A
4165,29,Female,18.0,73.8,2,10,No,Low,No,1,6,88.0,Auditory,90.4,A
4166,19,Female,11.1,88.5,1,8,Yes,Low,No,0,5,81.2,Kinesthetic,76.3,B
4167,28,Male,3.5,89.0,2,7,Yes,High,Yes,2,9,99.1,Visual,71.0,C
4168,25,Female,8.0,57.0,8,5,Yes,Low,No,0,2,76.0,Kinesthetic,81.4,B
4169,23,Male,1.7,93.7,6,9,Yes,Low,No,4,9,94.0,Reading/Writing,81.6,B
4170,21,Male,4.2,65.4,7,3,No,Low,Yes,5,6,90.4,Kinesthetic,69.5,C
4171,23,Female,5.3,59.8,4,3,Yes,Low,Yes,5,4,50.3,Visual,66.7,C
4172,21,Male,19.0,69.7,3,3,No,Low,No,5,0,84.1,Auditory,91.4,A
4173,18,Male,4.7,93.1,8,2,No,Low,Yes,2,4,50.0,Reading/Writing,83.4,B
4174,27,Male,10.0,51.8,5,7,Yes,Low,No,4,1,68.8,Reading/Writing,79.1,B
4175,27,Female,17.5,55.6,5,7,No,High,No,4,9,63.1,Reading/Writing,82.7,B
4176,22,Male,6.5,82.0,6,5,No,Low,Yes,1,9,40.5,Visual,69.9,C
4177,27,Female,18.9,86.5,9,2,Yes,High,Yes,2,7,66.4,Auditory,100,A
4178,27,Female,15.3,67.2,10,2,No,High,No,1,6,80.1,Reading/Writing,100,A
4179,18,Male,7.5,69.3,6,9,No,Low,No,5,2,51.3,Reading/Writing,61.1,C
4180,26,Female,17.8,64.2,1,9,No,Low,Yes,2,2,74.9,Reading/Writing,79.1,B
4181,25,Male,18.6,52.2,9,1,Yes,Low,Yes,2,9,74.4,Kinesthetic,98.4,A
4182,19,Male,3.2,60.5,5,6,No,Low,Yes,4,9,77.8,Reading/Writing,68.7,C
4183,18,Male,12.5,78.1,2,3,Yes,Low,No,0,2,74.7,Auditory,80.0,B
4184,24,Female,4.8,64.0,8,2,No,High,No,0,8,41.0,Kinesthetic,74.8,C
4185,20,Female,12.3,55.1,10,10,No,High,No,3,1,63.8,Reading/Writing,79.2,B
4186,21,Male,12.0,95.6,1,9,No,Low,No,5,2,85.4,Kinesthetic,80.5,B
4187,28,Female,10.2,86.5,10,4,Yes,Low,Yes,4,7,64.5,Reading/Writing,99.8,A
4188,21,Male,6.7,52.9,7,5,No,Low,No,4,9,76.8,Auditory,75.2,B
4189,25,Male,4.6,98.4,9,3,No,High,Yes,3,7,80.8,Visual,84.4,B
4190,18,Female,12.4,87.1,4,5,Yes,Low,No,4,5,69.3,Auditory,83.0,B
4191,28,Male,19.6,90.4,4,2,Yes,High,No,0,10,75.8,Auditory,100,A
4192,28,Male,18.7,53.6,4,4,Yes,High,No,0,2,75.6,Kinesthetic,84.7,B
4193,30,Female,18.8,70.0,5,8,No,Low,No,4,8,77.5,Visual,96.2,A
4194,28,Female,19.1,70.5,1,7,No,High,Yes,2,10,46.5,Auditory,82.0,B
4195,19,Female,5.7,75.2,6,9,Yes,Low,Yes,4,9,45.6,Auditory,74.9,C
4196,22,Female,10.1,91.4,4,4,Yes,Low,No,5,4,75.8,Visual,82.5,B
4197,29,Male,16.2,73.3,4,8,No,Low,No,4,4,92.2,Auditory,90.3,A
4198,21,Male,14.1,56.7,10,2,Yes,High,Yes,3,2,85.8,Visual,91.6,A
4199,19,Female,10.3,87.4,3,5,No,High,Yes,5,7,55.8,Reading/Writing,84.2,B
4200,26,Female,14.8,58.3,2,6,Yes,Low,Yes,4,1,67.4,Visual,77.3,B
4201,19,Female,13.9,76.7,1,1,No,High,Yes,5,6,72.6,Visual,90.3,A
4202,25,Female,14.8,68.4,7,9,Yes,Low,Yes,3,4,44.8,Auditory,83.8,B
4203,25,Male,18.4,51.7,6,7,No,Low,Yes,1,10,95.2,Kinesthetic,95.0,A
4204,26,Male,16.2,54.5,10,10,Yes,Low,Yes,3,10,61.4,Kinesthetic,91.2,A
4205,28,Female,13.3,94.6,1,1,No,High,No,3,3,53.0,Auditory,83.1,B
4206,27,Male,15.0,55.3,7,8,Yes,High,Yes,4,1,90.2,Auditory,94.9,A
4207,22,Male,5.1,57.4,5,5,No,High,Yes,4,1,61.1,Auditory,61.9,C
4208,30,Male,3.2,78.9,1,5,Yes,Low,No,2,9,77.6,Reading/Writing,68.7,C
4209,20,Female,1.2,75.4,5,5,No,Low,No,3,10,60.3,Auditory,55.5,D
4210,26,Female,4.8,93.0,2,1,Yes,High,Yes,2,4,87.5,Kinesthetic,75.4,B
4211,19,Male,13.5,62.5,2,7,No,High,No,3,3,46.9,Visual,82.1,B
4212,18,Female,8.5,59.7,7,10,No,Low,No,2,9,84.5,Visual,65.7,C
4213,19,Female,5.8,94.7,2,5,No,Low,Yes,3,1,77.7,Auditory,67.7,C
4214,22,Female,5.0,68.4,9,2,No,Low,No,5,6,44.0,Auditory,70.3,C
4215,30,Male,17.0,52.1,4,9,No,High,No,5,4,46.5,Kinesthetic,78.3,B
4216,23,Female,11.6,51.5,4,4,Yes,Low,Yes,3,4,95.8,Auditory,81.2,B
4217,20,Female,4.4,72.1,2,8,Yes,Low,Yes,3,3,48.0,Reading/Writing,62.5,C
4218,27,Female,7.3,73.5,9,10,Yes,Low,Yes,5,1,44.3,Reading/Writing,72.7,C
4219,28,Female,14.4,55.0,9,8,Yes,Low,No,1,5,62.3,Kinesthetic,80.0,B
4220,23,Female,11.4,67.8,6,9,No,Low,Yes,5,5,50.1,Auditory,76.7,B
4221,23,Female,9.3,52.1,4,6,Yes,Low,No,3,1,40.9,Kinesthetic,69.5,C
4222,20,Female,18.3,74.0,6,6,No,High,No,2,8,77.8,Reading/Writing,100,A
4223,21,Female,8.0,57.0,8,10,Yes,Low,Yes,4,3,47.1,Kinesthetic,70.5,C
4224,23,Female,13.2,90.6,5,3,No,Low,No,4,4,83.6,Kinesthetic,86.1,B
4225,25,Female,19.3,88.9,9,9,Yes,Low,No,3,4,96.7,Auditory,100,A
4226,23,Female,3.1,51.5,7,6,No,High,No,0,1,55.2,Reading/Writing,58.8,D
4227,28,Male,18.2,91.8,3,7,No,High,No,3,4,67.1,Reading/Writing,97.1,A
4228,28,Female,11.5,86.3,4,4,No,High,No,4,5,88.0,Reading/Writing,88.2,B
4229,27,Male,18.0,95.4,6,6,No,High,Yes,3,8,56.0,Kinesthetic,97.7,A
4230,30,Female,5.9,84.0,3,5,No,High,Yes,5,1,83.8,Auditory,79.5,B
4231,24,Male,19.4,54.4,1,1,No,Low,Yes,3,3,85.9,Visual,81.1,B
4232,26,Male,11.4,61.5,1,9,No,Low,No,4,0,64.8,Kinesthetic,72.0,C
4233,18,Female,8.0,62.2,2,3,Yes,Low,Yes,4,3,82.2,Reading/Writing,80.0,B
4234,22,Male,9.6,78.2,9,8,Yes,Low,Yes,3,1,50.9,Kinesthetic,83.8,B
4235,19,Female,7.2,87.6,2,10,No,Low,No,3,8,65.2,Kinesthetic,66.9,C
4236,28,Female,15.0,87.8,5,3,Yes,Low,Yes,4,1,92.0,Auditory,99.0,A
4237,21,Male,11.1,80.3,2,1,Yes,High,No,2,8,51.2,Reading/Writing,89.9,B
4238,29,Male,5.0,94.9,2,6,Yes,Low,Yes,5,2,88.4,Reading/Writing,82.3,B
4239,20,Female,6.0,82.8,4,5,No,Low,Yes,5,1,86.9,Reading/Writing,71.2,C
4240,28,Female,6.2,82.7,2,6,Yes,Low,No,2,7,77.1,Auditory,75.9,B
4241,22,Male,5.5,56.5,6,4,Yes,High,No,3,3,91.4,Kinesthetic,80.9,B
4242,27,Male,7.6,53.9,3,3,No,High,No,3,5,82.1,Auditory,78.6,B
4243,19,Male,13.6,68.7,3,5,No,High,No,2,10,77.0,Visual,82.9,B
4244,25,Male,16.9,94.6,2,9,Yes,High,Yes,3,5,93.1,Visual,94.0,A
4245,18,Female,13.7,87.6,6,9,Yes,Low,Yes,2,0,99.1,Reading/Writing,86.4,B
4246,28,Male,5.3,79.8,2,4,No,High,No,4,1,67.0,Kinesthetic,63.8,C
4247,19,Female,12.2,90.9,7,4,Yes,Low,Yes,3,3,97.6,Reading/Writing,91.3,A
4248,27,Male,3.6,87.3,5,7,Yes,High,Yes,2,5,54.9,Auditory,72.1,C
4249,21,Male,15.8,60.6,3,7,No,High,No,1,0,52.2,Auditory,80.1,B
4250,27,Female,17.6,58.6,8,3,No,High,No,1,3,57.5,Reading/Writing,85.8,B
4251,30,Male,9.2,63.9,7,3,Yes,Low,Yes,2,8,96.3,Auditory,82.1,B
4252,24,Male,8.3,55.4,10,3,No,Low,No,4,6,96.0,Visual,88.2,B
4253,21,Male,2.4,83.3,5,8,Yes,High,No,5,8,85.6,Visual,79.7,B
4254,29,Male,18.0,68.4,7,6,No,Low,No,4,7,88.7,Kinesthetic,93.9,A
4255,18,Female,9.7,96.1,9,9,No,High,No,4,5,48.9,Kinesthetic,92.2,A
4256,28,Male,17.0,78.4,9,3,Yes,High,No,1,8,96.9,Kinesthetic,100,A
4257,26,Female,4.0,68.6,10,4,No,Low,No,2,7,87.0,Visual,78.4,B
4258,19,Female,6.5,63.1,4,3,No,High,Yes,4,6,96.5,Reading/Writing,72.1,C
4259,29,Female,6.0,80.3,1,4,Yes,Low,Yes,1,1,59.6,Reading/Writing,63.7,C
4260,24,Female,2.5,93.1,3,1,No,High,No,2,6,77.5,Auditory,67.6,C
4261,25,Female,9.6,58.3,4,9,No,Low,Yes,1,8,50.0,Reading/Writing,67.7,C
4262,18,Female,18.8,52.6,8,4,Yes,High,No,4,1,48.7,Reading/Writing,98.6,A
4263,26,Male,18.9,74.2,8,2,Yes,Low,No,1,8,80.8,Visual,100,A
4264,22,Male,10.9,61.9,7,2,Yes,Low,No,3,10,79.2,Kinesthetic,83.5,B
4265,20,Female,14.4,73.8,6,4,No,Low,No,0,10,94.0,Kinesthetic,88.6,B
4266,24,Female,2.8,83.2,8,7,No,High,Yes,5,10,92.0,Kinesthetic,79.9,B
4267,26,Male,4.3,51.5,3,5,Yes,Low,Yes,2,10,84.5,Reading/Writing,58.3,D
4268,19,Female,3.4,72.1,3,1,No,High,Yes,0,9,64.7,Auditory,73.0,C
4269,18,Female,1.9,55.8,4,5,Yes,Low,Yes,0,8,79.0,Kinesthetic,65.3,C
4270,26,Male,11.6,85.8,5,8,Yes,Low,No,5,1,91.1,Visual,85.3,B
4271,18,Female,13.9,71.3,3,1,No,Low,No,4,8,90.1,Visual,83.7,B
4272,21,Female,14.9,60.3,8,10,Yes,High,Yes,2,3,94.1,Reading/Writing,90.4,A
4273,27,Female,2.8,100.0,1,10,Yes,Low,No,0,8,62.5,Visual,71.6,C
4274,23,Male,3.3,54.0,3,9,Yes,Low,No,5,4,86.4,Visual,60.4,C
4275,26,Female,14.3,95.8,9,3,No,High,Yes,0,5,70.2,Visual,100,A
4276,21,Male,11.3,73.4,5,1,No,Low,No,2,2,81.4,Auditory,88.4,B
4277,21,Female,15.6,50.0,1,4,Yes,Low,Yes,3,6,49.1,Kinesthetic,73.4,C
4278,26,Female,15.6,98.1,4,6,Yes,High,No,3,8,91.8,Auditory,100,A
4279,27,Female,1.6,92.8,7,1,No,Low,No,5,8,65.9,Auditory,69.4,C
4280,26,Female,12.2,88.5,4,2,Yes,High,Yes,3,3,80.4,Kinesthetic,100,A
4281,30,Female,6.1,82.8,9,1,No,Low,No,5,3,90.4,Kinesthetic,83.9,B
4282,25,Female,17.0,66.3,10,3,Yes,High,Yes,5,2,81.4,Auditory,100,A
4283,24,Female,10.0,59.9,1,5,No,Low,No,3,2,71.6,Reading/Writing,67.5,C
4284,20,Male,6.5,80.5,1,3,No,Low,No,3,0,56.7,Visual,67.6,C
4285,28,Male,5.8,72.8,4,8,No,Low,Yes,0,0,99.2,Visual,59.3,D
4286,23,Male,1.5,68.6,2,3,No,High,Yes,5,9,58.2,Kinesthetic,58.1,D
4287,22,Male,16.0,99.8,6,10,Yes,Low,Yes,2,9,71.6,Auditory,100,A
4288,24,Male,6.0,85.0,2,8,No,Low,Yes,1,0,49.4,Kinesthetic,61.0,C
4289,22,Male,8.9,74.1,5,7,No,High,No,1,0,71.7,Visual,67.6,C
4290,25,Male,15.2,55.1,9,5,Yes,Low,No,4,6,88.2,Auditory,95.4,A
4291,26,Female,2.4,63.3,10,4,No,Low,Yes,2,9,53.2,Visual,66.3,C
4292,19,Female,1.8,72.0,9,2,No,High,Yes,3,8,69.0,Kinesthetic,79.0,B
4293,21,Female,14.8,51.6,4,7,No,Low,Yes,3,7,78.1,Kinesthetic,84.4,B
4294,23,Female,8.2,94.0,2,1,No,High,Yes,5,6,73.5,Reading/Writing,81.6,B
4295,25,Male,6.2,75.3,10,3,Yes,High,No,2,9,75.5,Visual,87.5,B
4296,20,Male,2.4,80.7,8,8,No,High,Yes,1,10,98.5,Kinesthetic,75.1,B
4297,25,Male,14.7,73.8,6,5,No,Low,No,2,5,66.8,Kinesthetic,86.7,B
4298,21,Male,13.2,71.1,3,7,No,High,No,0,4,90.1,Kinesthetic,82.9,B
4299,25,Male,6.6,93.2,9,1,Yes,Low,Yes,3,4,53.6,Auditory,85.5,B
4300,19,Male,1.3,68.4,9,5,Yes,High,Yes,4,9,62.6,Visual,75.4,B
4301,25,Male,6.5,99.3,9,7,Yes,Low,No,1,5,92.9,Auditory,84.1,B
4302,26,Female,16.4,90.6,7,2,Yes,High,Yes,0,0,84.7,Kinesthetic,100,A
4303,26,Male,19.8,59.1,10,2,Yes,High,No,2,6,65.4,Reading/Writing,100,A
4304,27,Male,15.3,74.0,1,9,No,Low,No,2,2,86.0,Reading/Writing,77.5,B
